taxonid,kingdom_name,phylum_name,class_name,order_name,family_name,genus_name,scientific_name,taxonomic_authority,infra_rank,infra_name,population,category,main_common_name
78788586,ANIMALIA,ARTHROPODA,INSECTA,PHASMIDA,DIAPHEROMERIDAE,Pachymorpha,Pachymorpha simplicipes,"Serville, 1838",,,,LC,Simple Pachymorpha Stick-insect
78788933,ANIMALIA,ARTHROPODA,INSECTA,PHASMIDA,DIAPHEROMERIDAE,Pachymorpha,Pachymorpha spinosa,"Brock &amp; Hasenpusch, 2007",,,,DD,Spiny Pachymorpha Stick-insect
78788993,ANIMALIA,ARTHROPODA,INSECTA,PHASMIDA,DIAPHEROMERIDAE,Pachymorpha,Pachymorpha squalida,"(Gray, 1833)",,,,LC,Rough Pachymorpha Stick-insect
78789295,ANIMALIA,ARTHROPODA,INSECTA,PHASMIDA,PHASMATIDAE,Austrocarausius,Austrocarausius mercurius,"(Stål, 1877)",,,,LC,Plain Stick-insect
78789315,ANIMALIA,ARTHROPODA,INSECTA,PHASMIDA,PHASMATIDAE,Austrocarausius,Austrocarausius nigropunctatus,"(Kirby, 1896)",,,,DD,Black-spotted Stick-insect
78789410,ANIMALIA,ARTHROPODA,INSECTA,PHASMIDA,PHASMATIDAE,Denhama,Denhama aussa,"Werner, 1912",,,,DD,Denham Stick-insect
78789415,ANIMALIA,ARTHROPODA,INSECTA,PHASMIDA,PHASMATIDAE,Denhama,Denhama austrocarinata,"(Otte &amp; Brock, 2005)",,,,LC,Australian Ridged Stick-insect
78789527,ANIMALIA,ARTHROPODA,INSECTA,PHASMIDA,PHASMATIDAE,Denhama,Denhama eutrachelia,"(Westwood, 1859)",,,,DD,Western Australia Thin Stick-insect
78790317,ANIMALIA,ARTHROPODA,INSECTA,PHASMIDA,PHASMATIDAE,Denhama,Denhama gracilis,"(Sjöstedt, 1918)",,,,LC,Graceful Stick-insect
78790372,ANIMALIA,ARTHROPODA,INSECTA,PHASMIDA,PHASMATIDAE,Denhama,Denhama longiceps,"(Brunner von Wattenwyl, 1907)",,,,DD,Long Denhama Stick-insect
78790529,ANIMALIA,ARTHROPODA,INSECTA,PHASMIDA,PHASMATIDAE,Denhama,Denhama striata,"(Sjöstedt, 1918)",,,,DD,Lined Stick-insect
78790599,ANIMALIA,ARTHROPODA,INSECTA,PHASMIDA,PHASMATIDAE,Hyrtacus,Hyrtacus caurus,"(Tepper, 1905)",,,,LC,Tepper's Plain Stick-insect
78790726,ANIMALIA,ARTHROPODA,INSECTA,PHASMIDA,PHASMATIDAE,Hyrtacus,Hyrtacus tuberculatus,"Stål, 1875",,,,LC,Lobed-abdomen Stick-insect
78790863,ANIMALIA,ARTHROPODA,INSECTA,PHASMIDA,PHASMATIDAE,Acanthomima,Acanthomima rhipheus,"(Westwood, 1859)",,,,LC,Spiny-thorax Stick-insect
78790994,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,POALES,POACEAE,Avena,Avena barbata subsp. castellana,Romero Zarco,subsp.,castellana,,LC,
78790996,ANIMALIA,ARTHROPODA,INSECTA,PHASMIDA,PHASMATIDAE,Acrophylla,Acrophylla enceladus,"Gray, 1835",,,,LC,Giant Acrophylla Stick-insect
78791060,ANIMALIA,ARTHROPODA,INSECTA,PHASMIDA,PHASMATIDAE,Acrophylla,Acrophylla nubilosa,"Tepper, 1905",,,,LC,Cloudy Stick-insect
78791205,ANIMALIA,ARTHROPODA,INSECTA,PHASMIDA,PHASMATIDAE,Acrophylla,Acrophylla thoon,"(Stål, 1877)",,,,DD,Quick Stick-insect
78791411,ANIMALIA,ARTHROPODA,INSECTA,PHASMIDA,PHASMATIDAE,Acrophylla,Acrophylla titan,"(Macleay, 1826)",,,,LC,Titan Stick-insect
78791487,ANIMALIA,ARTHROPODA,INSECTA,PHASMIDA,PHASMATIDAE,Acrophylla,Acrophylla wuelfingi,"(Redtenbacher, 1908)",,,,LC,Wülfing's Stick-insect
78796229,ANIMALIA,ARTHROPODA,INSECTA,PHASMIDA,PHASMATIDAE,Anchiale,Anchiale austrotessulata,"Brock &amp; Hasenpusch, 2007",,,,LC,Tessellated Stick-insect
78796358,ANIMALIA,ARTHROPODA,INSECTA,PHASMIDA,PHASMATIDAE,Anchiale,Anchiale briareus,"(Gray, 1834)",,,,DD,Strong Stick-insect
78798243,ANIMALIA,ARTHROPODA,INSECTA,PHASMIDA,PHASMATIDAE,Anchiale,Anchiale spinicollis,"(Gray, 1833)",,,,LC,Spiny Anchiale Stick-insect
78798677,ANIMALIA,ARTHROPODA,INSECTA,PHASMIDA,PHASMATIDAE,Anophelepis,Anophelepis telesphorus,"Westwood, 1859",,,,LC,Short-winged Stick-insect
78798853,ANIMALIA,ARTHROPODA,INSECTA,PHASMIDA,PHASMATIDAE,Arphax,Arphax australis,"(Charpentier, 1845)",,,,LC,Australian Arphax Stick-insect
78802767,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus afares,Pomel,,,,VU,African Oak
78803712,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus acutifolia,Née,,,,VU,Encino de asta
78803728,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus affinis,Scheidw.,,,,LC,
78803767,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus alpescens,Trel.,,,,DD,
78804362,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus aquifolioides,Rehder &amp; E.H.Wilson,,,,LC,
78804744,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus arbutifolia,Hickel &amp; A.Camus,,,,EN,
78805056,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus aristata,Hook. &amp; Arn.,,,,LC,Encino Manzano
78805106,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus asymmetrica,Hickel &amp; A.Camus,,,,EN,
78805229,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus auricoma,A.Camus,,,,LC,
78805357,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus baloot,Griff.,,,,LC,Holy Oak
78805426,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus baronii,Skan,,,,LC,
78806429,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus barrancana,Spellenb.,,,,DD,
78806878,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus bella,Chun &amp; Tsiang,,,,NT,
78806967,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus blakei,Skan,,,,LC,
78807380,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus braianensis,A.Camus,,,,VU,
78807422,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus brandisiana,Kurz,,,,LC,
78808001,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus brevicalyx,A.Camus,,,,DD,
78809256,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus canariensis,Willd.,,,,DD,Algerian Oak
78809316,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus canbyi,Trel.,,,,LC,
78809372,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus castaneifolia,C.A.Mey.,,,,NT,
78810620,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus championii,Benth.,,,,LC,
78810720,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus chevalieri,Hickel &amp; A.Camus,,,,DD,
78810736,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus chihuahuensis,Trel.,,,,LC,
78810779,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus chungii,F.P.Metcalf,,,,LC,
78810830,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus ciliaris,C.C.Huang &amp; Y.T.Chang,,,,LC,
78810870,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus cocciferoides,Hand.-Mazz.,,,,LC,
78811462,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus congesta,C.Presl,,,,LC,
78811580,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus cornelius-mulleri,Nixon &amp; K.P.Steele,,,,LC,Muller Oak
78812520,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus crassipes,Bonpl.,,,,LC,
78901981,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Ansonia,Ansonia vidua,"Hertwig, Min, Haas &amp; Das, 2014",,,,CR,Murud Black Slender Toad
78901987,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Batrachoseps,Batrachoseps altasierrae,"Jockusch, Martínez-Solano, Hansen &amp; Wake, 2012 ",,,,NT,Greenhorn Mountains Slender Salamander
78902089,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Batrachoseps,Batrachoseps relictus,"Brame &amp; Murray, 1968",,,,CR,Relictual Slender Salamander
78902103,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Batrachoseps,Batrachoseps bramei,"Jockusch, Martínez-Solano, Hansen &amp; Wake, 2012 ",,,,NT,Fairview Slender Salamander
78902111,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Batrachoseps,Batrachoseps simatus,"Brame &amp; Murray, 1968",,,,EN,Kern Canyon Slender Salamander
78903218,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CENTROLENIDAE,Chimerella,Chimerella corleone,"Twomey, Delia &amp; Castroviejo-Fisher, 2014",,,,DD,
78903312,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RHACOPHORIDAE,Feihyla,Feihyla inexpectata,"(Matsui, Shimada &amp; Sudin, 2014)",,,,NT,Bornean Opposite-fingered Tree Frog
78903336,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RHACOPHORIDAE,Rohanixalus,Rohanixalus marginis,"(Chan, Grismer, Anuar, Quah, Grismer, Wood, Muin &amp; Ahmad, 2011)",,,,DD,
78903358,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLODIDAE,Crossodactylus,Crossodactylus timbuhy,"Pimenta, Cruz &amp; Caramaschi, 2014",,,,EN,
78903406,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLODIDAE,Crossodactylus,Crossodactylus werneri,"Pimenta, Cruz &amp; Caramaschi, 2014",,,,VU,
78903562,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLODIDAE,Crossodactylus,Crossodactylus dispar,"Lutz, 1925",,,,CR,Rio Spinythumb Frog
78903640,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Dendropsophus,Dendropsophus salli,"Jungfer, Reichle &amp; Piskurek, 2010",,,,LC,
78903749,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Dendropsophus,Dendropsophus bifurcus,"(Andersson, 1945)",,,,LC,Upper Amazon Treefrog
78903933,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Dendropsophus,Dendropsophus leucophyllatus,"(Beireis, 1783)",,,,LC,Beireis' Treefrog
78904269,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Desmognathus,Desmognathus conanti,"Rossman, 1958",,,,LC,Spotted Dusky Salamander
78904880,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Desmognathus,Desmognathus fuscus,"(Green, 1818)",,,,LC,Dusky Salamander
78910095,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Desmognathus,Desmognathus organi,"Crespi, Browne &amp; Rissler, 2010",,,,NT,Northern Pygmy Salamander
78910212,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Desmognathus,Desmognathus wrighti,"King, 1936 ",,,,NT,Pygmy Salamander
78910763,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICROHYLIDAE,Elachistocleis,Elachistocleis haroi,"Pereyra, Akmentins, Laufer &amp; Vaira, 2013",,,,LC,
78910765,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus dankiaensis,A.Camus,,,,CR,
78910843,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus delavayi,Franch.,,,,LC,
78911125,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICROHYLIDAE,Elachistocleis,Elachistocleis bicolor,"(Guérin-Méneville, 1838)",,,,LC,Two-colored Oval Frog
78911189,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus delgadoana,"S.Valencia, Nixon &amp; L.M.Kelly",,,,EN,
78911205,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus deserticola,Trel.,,,,LC,
78911222,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICROHYLIDAE,Elachistocleis,Elachistocleis magna,"Toledo, 2010",,,,LC,
78911234,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICROHYLIDAE,Elachistocleis,Elachistocleis ovalis,"(Schneider, 1799)",,,,LC,Common Oval Frog
78911328,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus dinghuensis,C.C.Huang,,,,CR,
78911398,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus diversifolia,Née,,,,EN,Encino de Chalma
78911455,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus dolicholepis,A.Camus,,,,LC,
78914524,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus dongfangensis,"C.C.Huang, F.W.Xing &amp; Ze X.Li",,,,DD,
78914533,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus douglasii,Hook. &amp; Arn.,,,,LC,Blue Oak
78914554,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus durifolia,Seemen ex Loes.,,,,NT,Encino Colorado
78914594,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus eduardi,Trel.,,,,LC,
78914967,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus elevaticostata,(Q.F.Zheng) C.C.Huang,,,,DD,
78914989,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus elmeri,Merr.,,,,NT,
78915372,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus engleriana,Seemen,,,,LC,
78915491,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus eumorpha,Kurz,,,,DD,
78916233,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus fabrei,Hance,,,,LC,
78916251,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus faginea,Lam.,,,,LC,Portuguese Oak
78916944,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,Eleutherodactylus feichtingeri,"Díaz, Hedges &amp; Schmid, 2012 ",,,,LC,Eastern Cuba Grassfrog
78917076,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,Eleutherodactylus varleyi,"Dunn, 1925",,,,LC,Western Cuba Grassfrog
78917120,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus flocculenta,C.H.Müll.,,,,EN,
78917433,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Eurycea,Eurycea aquatica,"Rose &amp; Bush, 1963 ",,,,LC,Dark-sided Salamander
78917469,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus floribunda,Lindl. ex A.Camus,,,,LC,
78917520,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus franchetii,Skan,,,,LC,
78917881,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus furfuracea,Liebm.,,,,VU,
78917932,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus gambleana,A.Camus,,,,LC,
78918013,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus gemelliflora,Blume,,,,LC,
78918210,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Eurycea,Eurycea cirrigera,"(Green, 1831)",,,,LC,Southern Two-lined Salamander
78918774,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Eurycea,Eurycea bislineata,"(Green, 1818)",,,,LC,Northern Two-lined Salamander
78918853,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Eurycea,Eurycea subfluvicola,"Steffen, Irwin, Blair &amp; Bonett, 2014",,,,VU,Ouachita Streambed Salamander
78919360,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Eurycea,Eurycea multiplicata,"(Cope, 1869)",,,,LC,Many-ribbed Salamander
78919784,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus confertifolia,Bonpl.,,,,LC,
78919914,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HEMIPHRACTIDAE,Gastrotheca,Gastrotheca megacephala,"Izecksohn, Carvalho-e-Silva &amp; Peixoto, 2009",,,,LC,
78919922,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus glabrescens,Benth.,,,,LC,
78920500,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus glaucescens,Bonpl.,,,,LC,Encino Blanco
78920905,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus glaucoides,M.Martens &amp; Galeotti,,,,LC,
78920941,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus gomeziana,A.Camus,,,,DD,
78921231,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HEMIPHRACTIDAE,Gastrotheca,Gastrotheca fissipes,"(Boulenger, 1888)",,,,LC,Igaracu Marsupial Frog
78921657,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus greggii,(A.DC.) Trel.,,,,LC,La Siberia
78921910,ANIMALIA,CHORDATA,AMPHIBIA,GYMNOPHIONA,INDOTYPHLIDAE,Gegeneophis,Gegeneophis orientalis,"Agarwal, Wilkinson, Mohapatra, Dutta, Giri &amp; Gower, 2013",,,,DD,Eastern Geg
78921986,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus grisea,Liebm.,,,,LC,Gray Oak
78922619,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus guyavifolia,H.Lév.,,,,LC,
78922642,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RANIDAE,Glandirana,Glandirana susurra,"(Sekiya, Miura &amp; Ogata, 2012)",,,,EN,Sado Wrinkled Frog
78923719,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus hondae,Makino,,,,VU,
78923860,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus hypoleucoides,A.Camus,,,,LC,Silverleaf Oak
78923893,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus ichnusae,"Mossa, Bacch. &amp; Brullo",,,,LC,
78923920,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus ignaciensis,C.H.Müll.,,,,DD,
78924006,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus iltisii,L.M.González,,,,NT,
78926514,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CENTROLENIDAE,Hyalinobatrachium,Hyalinobatrachium anachoretus,"Twomey, Delia &amp; Castroviejo-Fisher, 2014",,,,EN,
78927247,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Hyla,Hyla felixarabica,"Gvoždík, Kotlík &amp; Moravec, 2010 ",,,,LC,Arabian Tree Frog
78928690,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Hyla,Hyla savignyi,"Audouin, 1827",,,,LC,Lemon-Yellow Tree Frog
78929632,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RANIDAE,Pulchrana,Pulchrana centropeninsularis,"(Chan, Brown, Lim, Ahmad &amp; Grismer, 2014)",,,,EN,
78930537,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RANIDAE,Pulchrana,Pulchrana siberu,"(Dring, McCarthy &amp; Whitten, 1990) ",,,,LC,Siberut Island Frog
78932961,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RANIDAE,Hylarana,Hylarana nigrovittata,"(Blyth, 1856) ",,,,LC,Black-striped Frog
78934295,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RANIDAE,Chalcorana,Chalcorana parvaccola,"(Inger, Stuart &amp; Iskandar, 2009)",,,,LC,
78934311,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RANIDAE,Chalcorana,Chalcorana chalconota,"(Schlegel, 1837)",,,,LC,Schlegel's Frog
78935167,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RANIDAE,Pulchrana,Pulchrana rawa,"Matsui, Mumpuni &amp; Hamidy, 2012",,,,LC,
78935844,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLODIDAE,Hylodes,Hylodes perere,"Silva &amp; Benmaman, 2008",,,,EN,
78964958,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Hyloscirtus,Hyloscirtus antioquia,"Rivera-Correa &amp; Faivovich, 2013",,,,VU,
78965436,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Hyloscirtus,Hyloscirtus larinopygion,"(Duellman, 1973)",,,,LC,Cordillera Central Treefrog
78965791,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Hyloscirtus,Hyloscirtus condor,"Almendáriz, Brito-M., Batallas-R. &amp; Ron, 2014",,,,EN,
78965851,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Hyloscirtus,Hyloscirtus criptico,"Coloma, Carvajal-Endara, Dueñas, Paredes-Recalde, Morales-Mite, Almeida-Reinoso, Tapia, Hutter, Toral-Contreras &amp; Guayasamin, 2012",,,,EN,Cryptic Torrenteer
78967163,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus intricata,Trel.,,,,LC,Dwarf Oak
78967208,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus jenseniana,Hand.-Mazz.,,,,NT,
78967224,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus kerrii,Craib,,,,LC,
78967367,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus kinabaluensis,Soepadmo,,,,EN,
78967597,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus kingiana,Craib,,,,EN,
78967682,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus kiukiangensis,(Y.T.Chang) Y.T.Chang,,,,EN,
78967883,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus langbianensis,Hickel &amp; A.Camus,,,,NT,
78968154,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus laurina,Bonpl.,,,,LC,
78968248,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus xylina,Scheidw.,,,,NT,
78968287,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus liaoi,C.F.Shen,,,,DD,
78968318,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,DENDROBATIDAE,Hyloxalus,Hyloxalus yasuni,"Páez-Vacas, Coloma &amp; Santos, 2010",,,,LC,
78968338,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus lineata,Blume,,,,LC,
78968353,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,DENDROBATIDAE,Hyloxalus,Hyloxalus italoi,"Páez-Vacas, Coloma &amp; Santos, 2010",,,,LC,Rana Cohete de Pastaza
78968666,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus longinux,Hayata,,,,LC,
78968696,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus lowii,King,,,,NT,
78968721,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus lungmaiensis,(Hu) C.C.Huang &amp; Y.T.Chang,,,,CR,
78968730,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus macranthera,Fisch. &amp; C.A.Mey. ex Hohen.,,,,LC,Caucasian Oak
